name,ra,dec,B,BErr,nB_tot,nB,V,VErr,nV_tot,nV,R,RErr,nR_tot,nR,I,IErr,nI_tot,nI,vary,objID
M2-S207,323.42416,-0.87039,19.334,,,9,18.800,,,7,,,,0,18.112,,,13,0.014,
M2-S209,323.42099,-0.85132,15.819,,,8,15.125,,,8,,,,0,14.241,,,15,0.003,
M2-S210,323.41520,-0.81667,17.916,,,8,17.199,,,8,,,,0,16.310,,,15,0.028,
M2-S211,323.41733,-0.82697,19.399,,,8,18.806,,,8,,,,0,18.072,,,15,0.026,
M2-S212,323.41515,-0.81461,19.542,,,8,18.865,,,8,,,,0,18.071,,,15,0.017,
M2-S213,323.42623,-0.87637,18.747,,,17,18.097,,,16,,,,0,17.261,,,13,0.006,
M2-S215,323.41737,-0.82466,20.841,,,6,19.232,,,8,,,,0,17.281,,,15,0.014,
M2-S216,323.42004,-0.83873,19.124,,,8,18.500,,,8,,,,0,17.692,,,15,0.007,
M2-S217,323.41623,-0.81560,18.336,,,8,17.636,,,8,,,,0,16.771,,,15,-0.017,
M2-S218,323.42274,-0.84485,17.132,,,8,16.358,,,8,,,,0,15.417,,,15,0.017,
M2-S219,323.41409,-0.79548,17.255,,,8,16.476,,,8,,,,0,15.549,,,14,0.017,
M2-S22,323.38692,-0.80674,17.394,,,15,17.413,,,16,,,,0,17.435,,,20,0.036,
M2-S220,323.42139,-0.83680,17.420,,,8,16.556,,,8,,,,0,15.627,,,15,-0.013,
M2-S221,323.42717,-0.86714,18.033,,,8,17.321,,,8,,,,0,16.438,,,15,-0.014,
M2-S222,323.42833,-0.87152,18.357,,,9,17.660,,,8,,,,0,16.792,,,13,-0.012,
M2-S223,323.41876,-0.81466,19.305,,,8,18.799,,,8,,,,0,18.118,,,15,0.008,
M2-S224,323.41502,-0.79341,16.749,,,8,15.920,,,8,,,,0,14.940,,,14,0.006,
M2-S225,323.42254,-0.83587,19.407,,,8,18.834,,,8,,,,0,18.086,,,15,-0.001,
M2-S226,323.41579,-0.79580,19.037,,,8,18.357,,,8,,,,0,17.545,,,14,0.012,
M2-S227,323.42892,-0.86647,17.602,,,8,16.737,,,9,,,,0,15.784,,,15,0.029,
M2-S229,323.43101,-0.87420,18.870,,,13,18.100,,,10,,,,0,17.215,,,11,0.009,
M2-S23,323.39686,-0.86278,19.001,,,14,18.358,,,15,,,,0,17.545,,,21,0.013,
M2-S230,323.42545,-0.83535,18.725,,,8,18.046,,,8,,,,0,17.191,,,15,0.012,
M2-S231,323.42918,-0.85389,18.535,,,8,18.029,,,8,,,,0,17.336,,,15,-0.013,
M2-S232,323.43130,-0.86369,17.019,,,7,,,,0,,,,0,17.179,,,11,0.001,
M2-S233,323.42550,-0.82918,18.155,,,8,17.347,,,8,,,,0,16.413,,,15,-0.008,
M2-S234,323.42748,-0.84010,19.390,,,8,18.802,,,8,,,,0,18.046,,,15,0.017,
M2-S235,323.42889,-0.84776,18.869,,,8,18.208,,,8,,,,0,17.367,,,15,-0.037,
M2-S236,323.43118,-0.85990,17.410,,,7,,,,0,,,,0,15.729,,,11,0.018,
M2-S237,323.42594,-0.82839,17.948,,,8,17.240,,,8,,,,0,16.361,,,15,-0.009,
M2-S239,323.42125,-0.79834,19.433,,,8,18.923,,,8,,,,0,18.256,,,15,0.017,
M2-S24,323.40045,-0.88308,16.331,,,9,16.260,,,6,,,,0,16.227,,,10,0.014,
M2-S240,323.43885,-0.89700,17.471,,,17,16.689,,,15,,,,0,15.798,,,10,-0.014,
M2-S241,323.42538,-0.81976,15.969,,,8,15.212,,,8,,,,0,14.256,,,15,0.008,
M2-S242,323.42104,-0.79185,17.582,,,8,16.852,,,8,,,,0,15.959,,,14,0.016,
M2-S243,323.43020,-0.84357,16.407,,,8,16.372,,,8,,,,0,16.337,,,14,-0.005,
M2-S244,323.42765,-0.82848,17.753,,,8,17.001,,,8,,,,0,16.099,,,15,-0.014,
M2-S245,323.43123,-0.84691,15.402,,,8,14.302,,,5,,,,0,13.115,,,10,0.005,
M2-S246,323.42567,-0.81526,17.235,,,8,17.289,,,8,,,,0,17.378,,,15,0.018,
M2-S247,323.42842,-0.82757,19.426,,,8,18.878,,,8,,,,0,18.165,,,15,0.025,
M2-S248,323.42476,-0.80461,15.791,,,8,14.830,,,8,,,,0,13.717,,,14,0.015,
M2-S249,323.43076,-0.83844,18.836,,,8,18.159,,,6,,,,0,17.305,,,13,0.016,
M2-S25,323.39565,-0.85556,18.312,,,14,17.615,,,15,,,,0,16.756,,,20,-0.031,
M2-S250,323.42962,-0.83016,19.726,,,7,18.633,,,8,,,,0,17.366,,,15,0.026,
M2-S251,323.42493,-0.80358,18.191,,,8,17.504,,,8,,,,0,16.617,,,15,-0.010,
M2-S252,323.42919,-0.82711,17.993,,,8,18.085,,,8,,,,0,18.235,,,15,0.026,
M2-S253,323.42904,-0.82338,19.245,,,8,18.608,,,8,,,,0,17.815,,,15,0.024,
M2-S254,323.43066,-0.82982,19.334,,,8,18.688,,,8,,,,0,17.897,,,15,0.013,
M2-S255,323.44184,-0.88476,18.956,,,19,17.626,,,16,,,,0,15.970,,,10,0.007,
M2-S256,323.44166,-0.88031,18.479,,,17,17.784,,,14,,,,0,16.923,,,11,-0.046,
M2-S257,323.43751,-0.85453,16.253,,,8,16.205,,,5,,,,0,16.143,,,11,-0.004,
M2-S258,323.44394,-0.89054,17.629,,,18,17.060,,,16,,,,0,16.349,,,10,-0.008,
M2-S259,323.43137,-0.81268,19.330,,,8,,,,0,,,,0,17.952,,,12,0.014,
M2-S26,323.39331,-0.84168,19.422,,,13,18.782,,,14,,,,0,18.002,,,20,0.026,
M2-S261,323.44719,-0.89759,19.568,,,16,18.070,,,15,,,,0,16.216,,,10,0.019,
M2-S262,323.44048,-0.85787,16.009,,,8,15.351,,,5,,,,0,14.581,,,11,0.012,
M2-S263,323.43011,-0.79557,19.423,,,7,18.868,,,8,,,,0,18.169,,,14,0.011,
M2-S264,323.45159,-0.91539,18.061,,,9,17.368,,,11,,,,0,,,,0,-0.013,
M2-S265,323.43360,-0.81226,17.540,,,7,,,,0,,,,0,15.894,,,11,-0.011,
M2-S266,323.44018,-0.83981,18.659,,,7,,,,0,,,,0,17.088,,,11,0.007,
M2-S267,323.44495,-0.86653,18.028,,,8,17.378,,,5,,,,0,16.596,,,10,0.050,
M2-S268,323.44175,-0.84592,19.485,,,8,,,,0,,,,0,18.229,,,11,0.025,
M2-S269,323.43975,-0.82916,16.205,,,7,,,,0,,,,0,16.090,,,11,0.001,
M2-S27,323.39501,-0.85087,18.384,,,14,17.673,,,15,,,,0,16.811,,,20,-0.014,
M2-S270,323.43925,-0.82070,19.353,,,7,,,,0,,,,0,17.992,,,11,0.019,
M2-S271,323.44081,-0.82803,18.687,,,7,,,,0,,,,0,17.167,,,11,0.012,
M2-S272,323.45029,-0.87030,19.219,,,9,18.556,,,6,,,,0,17.714,,,10,0.015,
M2-S273,323.44223,-0.82127,19.264,,,7,,,,0,,,,0,17.824,,,11,0.023,
M2-S274,323.44559,-0.83722,17.212,,,7,,,,0,,,,0,15.848,,,10,0.016,
M2-S275,323.44821,-0.84965,18.101,,,8,17.365,,,5,,,,0,16.482,,,10,-0.015,
M2-S277,323.45897,-0.89654,18.218,,,14,17.480,,,12,,,,0,16.606,,,10,-0.016,
M2-S278,323.45533,-0.87499,19.296,,,12,18.684,,,10,,,,0,17.897,,,10,0.001,
M2-S279,323.46303,-0.91655,19.315,,,8,17.813,,,9,,,,0,,,,0,0.013,
M2-S28,323.39121,-0.82828,15.905,,,13,14.957,,,14,,,,0,13.887,,,20,0.013,
M2-S280,323.45093,-0.84559,18.243,,,8,17.524,,,5,,,,0,16.647,,,10,0.028,
M2-S283,323.46382,-0.89890,17.738,,,10,16.997,,,12,,,,0,16.094,,,5,-0.006,
M2-S284,323.45564,-0.84451,19.434,,,8,18.855,,,5,,,,0,18.106,,,10,0.009,
M2-S286,323.45595,-0.84255,18.406,,,7,,,,0,,,,0,16.826,,,10,0.025,
M2-S287,323.45804,-0.85273,17.546,,,8,16.799,,,5,,,,0,15.882,,,10,-0.012,
M2-S288,323.46225,-0.87506,18.840,,,12,18.019,,,10,,,,0,17.114,,,10,0.014,
M2-S289,323.45641,-0.83490,16.247,,,7,,,,0,,,,0,14.350,,,10,0.018,
M2-S29,323.39687,-0.85941,19.320,,,14,18.820,,,15,,,,0,18.142,,,20,0.016,
M2-S290,323.46157,-0.85292,14.695,,,8,13.215,,,5,,,,0,11.749,,,10,0.022,
M2-S291,323.45911,-0.82893,19.014,,,7,,,,0,,,,0,17.535,,,10,0.017,
M2-S292,323.46582,-0.86456,14.947,,,8,13.995,,,5,,,,0,13.007,,,10,0.018,
M2-S293,323.47452,-0.90491,19.188,,,8,18.522,,,9,,,,0,,,,0,0.018,
M2-S294,323.45876,-0.81492,18.828,,,7,,,,0,,,,0,17.205,,,10,0.002,
M2-S295,323.46025,-0.80890,19.723,,,7,,,,0,,,,0,17.470,,,10,0.019,
M2-S296,323.47131,-0.86969,18.632,,,8,17.185,,,5,,,,0,15.507,,,10,0.021,
M2-S297,323.46530,-0.81673,19.467,,,7,,,,0,,,,0,18.198,,,10,0.021,
M2-S298,323.46641,-0.81941,17.288,,,7,,,,0,,,,0,15.548,,,10,0.008,
M2-S299,323.48196,-0.90660,19.140,,,5,18.490,,,6,,,,0,,,,0,0.015,
M2-S30,323.38938,-0.81490,17.313,,,15,16.524,,,16,,,,0,15.598,,,20,0.013,
M2-S301,323.48398,-0.90643,20.010,,,5,18.556,,,6,,,,0,,,,0,0.005,
M2-S302,323.47436,-0.85069,19.365,,,8,18.743,,,5,,,,0,17.965,,,10,0.020,
M2-S305,323.47469,-0.81657,17.967,,,7,,,,0,,,,0,16.134,,,10,-0.041,
M2-S306,323.47043,-0.79098,18.622,,,7,,,,0,,,,0,17.208,,,9,0.016,
M2-S309,323.48888,-0.86627,19.464,,,6,,,,0,,,,0,18.167,,,8,0.032,
M2-S31,323.39436,-0.84299,16.418,,,14,15.558,,,15,,,,0,14.576,,,20,0.034,
M2-S310,323.48382,-0.83276,18.163,,,5,,,,0,,,,0,16.548,,,8,0.016,
M2-S312,323.48503,-0.83859,16.396,,,5,,,,0,,,,0,16.294,,,8,0.007,
M2-S313,323.47992,-0.80172,17.069,,,6,,,,0,,,,0,15.316,,,9,0.009,
M2-S314,323.49122,-0.85951,19.042,,,6,,,,0,,,,0,16.651,,,8,0.017,
M2-S315,323.48205,-0.80085,17.201,,,6,,,,0,,,,0,15.468,,,9,0.008,
M2-S316,323.48831,-0.83373,19.074,,,5,,,,0,,,,0,17.632,,,8,0.015,
M2-S317,323.49571,-0.82219,16.964,,,5,,,,0,,,,0,15.525,,,8,0.007,
M2-S318,323.49682,-0.82579,17.778,,,5,,,,0,,,,0,16.326,,,8,0.013,
M2-S32,323.40211,-0.88660,18.973,,,9,18.515,,,6,,,,0,17.911,,,10,0.023,
M2-S320,323.50148,-0.85029,16.878,,,5,,,,0,,,,0,15.351,,,8,0.025,
M2-S322,323.49689,-0.82233,20.402,,,5,,,,0,,,,0,17.962,,,8,0.026,
M2-S323,323.50136,-0.84326,20.793,,,5,,,,0,,,,0,17.349,,,8,0.014,
M2-S325,323.50976,-0.87090,16.525,,,5,,,,0,,,,0,15.111,,,7,0.010,
M2-S326,323.50794,-0.84528,16.251,,,5,,,,0,,,,0,16.052,,,7,0.015,
M2-S327,323.37633,-0.79945,16.772,,,12,16.039,,,17,,,,0,15.148,,,15,0.010,
M2-S328,323.37637,-0.79007,16.216,,,12,15.254,,,17,,,,0,14.224,,,15,0.024,
M2-S329,323.37699,-0.85318,16.082,,,10,15.179,,,16,,,,0,14.139,,,15,0.021,
M2-S33,323.39297,-0.83469,18.659,,,13,17.946,,,14,,,,0,17.105,,,20,-0.027,
M2-S330,323.37860,-0.85033,15.178,,,10,14.018,,,16,,,,0,12.787,,,15,0.014,
M2-S331,323.37931,-0.85215,15.402,,,10,14.326,,,16,,,,0,13.162,,,14,0.015,
M2-S333,323.38076,-0.85876,16.606,,,10,16.615,,,16,,,,0,16.643,,,15,0.013,
M2-S334,323.38091,-0.79145,15.924,,,10,15.009,,,16,,,,0,13.946,,,14,0.007,
M2-S335,323.38617,-0.79947,15.587,,,10,14.568,,,16,,,,0,13.446,,,14,0.011,
M2-S336,323.38825,-0.78628,16.260,,,10,16.083,,,16,,,,0,15.838,,,15,0.017,
M2-S337,323.39043,-0.79425,16.850,,,10,16.053,,,16,,,,0,15.103,,,15,0.007,
M2-S339,323.39996,-0.89443,,,,0,19.529,,,6,,,,0,18.894,,,6,0.009,
M2-S34,323.39618,-0.85256,15.596,,,14,14.571,,,15,,,,0,13.452,,,20,0.015,
M2-S340,323.40036,-0.88722,19.976,,,8,19.500,,,6,,,,0,18.905,,,10,0.021,
M2-S341,323.40616,-0.79026,15.841,,,11,14.884,,,14,,,,0,13.799,,,18,0.009,
M2-S342,323.41170,-0.89472,19.524,,,14,18.990,,,11,,,,0,18.306,,,10,0.019,
M2-S343,323.41390,-0.89574,19.778,,,15,19.323,,,13,,,,0,18.713,,,10,0.005,
M2-S344,323.41545,-0.89869,19.608,,,15,19.137,,,13,,,,0,18.504,,,10,0.013,
M2-S345,323.41543,-0.78976,19.674,,,8,19.174,,,8,,,,0,18.562,,,14,0.011,
M2-S346,323.41805,-0.90206,19.827,,,15,19.369,,,12,,,,0,18.758,,,8,0.015,
M2-S347,323.41928,-0.87396,18.867,,,10,18.198,,,10,,,,0,17.361,,,13,0.019,
M2-S348,323.41978,-0.88265,19.606,,,14,19.149,,,12,,,,0,18.507,,,10,0.009,
M2-S349,323.42637,-0.89067,19.861,,,17,19.416,,,15,,,,0,18.809,,,10,0.019,
M2-S35,323.39024,-0.81789,17.286,,,15,16.541,,,16,,,,0,15.630,,,20,0.010,
M2-S350,323.42684,-0.89528,19.646,,,17,19.174,,,15,,,,0,18.553,,,10,0.012,
M2-S351,323.42835,-0.79380,19.991,,,8,19.528,,,8,,,,0,18.924,,,14,0.011,
M2-S352,323.42957,-0.91635,19.918,,,8,19.489,,,10,,,,0,,,,0,0.008,
M2-S353,323.43120,-0.79736,19.488,,,8,18.986,,,6,,,,0,18.326,,,12,0.007,
M2-S354,323.43178,-0.81616,19.302,,,7,,,,0,,,,0,17.927,,,11,0.020,
M2-S355,323.43367,-0.88865,19.801,,,18,19.351,,,15,,,,0,18.738,,,10,0.009,
M2-S356,323.43405,-0.91845,20.316,,,8,18.869,,,10,,,,0,,,,0,0.008,
M2-S357,323.43482,-0.83410,17.646,,,7,,,,0,,,,0,15.994,,,11,-0.011,
M2-S358,323.43640,-0.79117,19.918,,,6,,,,0,,,,0,18.625,,,10,0.009,
M2-S359,323.43690,-0.89155,19.629,,,18,19.166,,,16,,,,0,18.540,,,10,0.010,
M2-S360,323.43886,-0.83080,19.204,,,7,,,,0,,,,0,17.750,,,11,0.008,
M2-S361,323.44266,-0.84103,19.852,,,7,,,,0,,,,0,18.775,,,10,0.009,
M2-S362,323.44303,-0.81004,19.454,,,7,,,,0,,,,0,18.344,,,10,-0.036,
M2-S363,323.44356,-0.89362,19.950,,,16,19.462,,,15,,,,0,18.828,,,10,0.017,
M2-S364,323.44504,-0.90162,19.997,,,13,19.577,,,12,,,,0,18.966,,,5,-0.001,
M2-S365,323.44559,-0.83997,19.481,,,7,,,,0,,,,0,18.269,,,10,0.016,
M2-S366,323.44835,-0.84690,19.598,,,8,19.133,,,5,,,,0,18.516,,,10,0.007,
M2-S367,323.44900,-0.81291,19.005,,,7,,,,0,,,,0,16.905,,,10,0.017,
M2-S368,323.44941,-0.80957,17.047,,,7,,,,0,,,,0,15.292,,,10,-0.007,
M2-S369,323.45035,-0.89239,19.913,,,17,19.470,,,16,,,,0,18.865,,,10,0.014,
M2-S37,323.39185,-0.82513,16.815,,,14,16.814,,,15,,,,0,16.844,,,20,0.020,
M2-S370,323.45112,-0.78681,18.165,,,7,,,,0,,,,0,16.824,,,9,-0.014,
M2-S371,323.45208,-0.85616,19.735,,,7,19.272,,,5,,,,0,18.656,,,10,0.014,
M2-S373,323.45318,-0.78738,19.638,,,7,,,,0,,,,0,18.549,,,9,0.014,
M2-S374,323.45456,-0.80284,19.989,,,7,,,,0,,,,0,18.939,,,10,0.024,
M2-S375,323.45464,-0.86929,20.025,,,6,,,,0,,,,0,18.940,,,10,-0.001,
M2-S376,323.45705,-0.86649,19.668,,,7,19.159,,,5,,,,0,18.499,,,10,0.023,
M2-S378,323.45858,-0.80956,19.540,,,7,,,,0,,,,0,18.386,,,10,0.014,
M2-S38,323.39441,-0.83964,17.281,,,13,16.351,,,14,,,,0,15.357,,,20,0.011,
M2-S380,323.46209,-0.84271,19.647,,,6,,,,0,,,,0,18.562,,,10,0.012,
M2-S381,323.46281,-0.80408,19.934,,,6,,,,0,,,,0,18.862,,,10,0.023,
M2-S382,323.46302,-0.87122,19.993,,,7,18.580,,,7,,,,0,16.971,,,10,0.016,
M2-S383,323.46377,-0.84830,20.071,,,7,,,,0,,,,0,18.385,,,10,0.019,
M2-S384,323.46442,-0.91052,19.780,,,9,19.340,,,10,,,,0,,,,0,0.040,
M2-S385,323.46441,-0.88082,19.814,,,13,19.345,,,12,,,,0,18.746,,,10,0.028,
M2-S386,323.46507,-0.87917,19.970,,,13,19.491,,,11,,,,0,18.883,,,10,0.016,
M2-S387,323.46514,-0.86991,19.781,,,7,19.319,,,5,,,,0,18.715,,,10,0.014,
M2-S388,323.46552,-0.82894,19.600,,,6,,,,0,,,,0,18.487,,,10,0.019,
M2-S389,323.46804,-0.90629,19.871,,,9,19.444,,,10,,,,0,,,,0,0.014,
M2-S39,323.39390,-0.83565,17.197,,,13,16.459,,,14,,,,0,15.561,,,20,0.037,
M2-S390,323.46914,-0.80129,18.895,,,7,,,,0,,,,0,17.386,,,10,0.004,
M2-S393,323.47583,-0.91105,20.040,,,7,19.600,,,7,,,,0,,,,0,0.021,
M2-S394,323.47606,-0.90462,19.910,,,6,19.004,,,7,,,,0,,,,0,0.027,
M2-S395,323.47740,-0.83266,20.004,,,6,,,,0,,,,0,18.919,,,10,0.015,
M2-S397,323.47944,-0.80758,19.926,,,6,,,,0,,,,0,18.859,,,9,0.032,
M2-S398,323.47987,-0.81703,19.892,,,6,,,,0,,,,0,18.822,,,9,0.006,
M2-S399,323.48064,-0.83168,19.976,,,6,,,,0,,,,0,18.909,,,9,0.016,
M2-S40,323.39095,-0.81729,17.217,,,15,16.439,,,16,,,,0,15.521,,,20,0.027,
M2-S400,323.48086,-0.90390,19.741,,,6,19.295,,,7,,,,0,,,,0,0.025,
M2-S401,323.48164,-0.80961,19.671,,,6,,,,0,,,,0,18.598,,,9,0.015,
M2-S402,323.48248,-0.78072,17.547,,,5,,,,0,,,,0,15.898,,,8,0.008,
M2-S403,323.48376,-0.88748,21.004,,,10,19.382,,,8,,,,0,16.904,,,8,0.028,
M2-S404,323.49038,-0.81000,19.599,,,5,,,,0,,,,0,18.480,,,8,0.020,
M2-S405,323.49086,-0.78315,19.364,,,5,,,,0,,,,0,17.985,,,7,0.014,
M2-S408,323.49436,-0.80753,19.860,,,5,,,,0,,,,0,18.791,,,8,0.028,
M2-S409,323.49741,-0.80868,19.414,,,5,,,,0,,,,0,18.077,,,8,0.017,
M2-S41,323.39599,-0.84567,18.990,,,14,18.319,,,15,,,,0,17.485,,,20,0.022,
M2-S42,323.39407,-0.83407,19.427,,,13,18.878,,,14,,,,0,18.193,,,20,0.030,
M2-S43,323.38856,-0.80236,16.540,,,15,15.693,,,16,,,,0,14.697,,,20,0.015,
M2-S44,323.38947,-0.80709,17.984,,,15,17.250,,,16,,,,0,16.370,,,20,0.019,
M2-S45,323.38900,-0.80401,16.831,,,15,16.004,,,16,,,,0,15.029,,,20,0.012,
M2-S46,323.39827,-0.85602,17.135,,,14,17.410,,,15,,,,0,17.759,,,21,0.037,
M2-S47,323.39191,-0.81890,18.051,,,15,17.323,,,16,,,,0,16.456,,,20,0.039,
M2-S48,323.39764,-0.85078,19.215,,,14,19.357,,,15,,,,0,19.475,,,17,0.026,
M2-S50,323.39721,-0.84800,18.852,,,14,18.177,,,15,,,,0,17.337,,,21,0.014,
M2-S51,323.40951,-0.91567,14.571,,,7,13.062,,,7,,,,0,,,,0,0.020,
M2-S52,323.39784,-0.84851,19.386,,,14,18.823,,,15,,,,0,18.069,,,21,0.028,
M2-S53,323.39664,-0.84131,18.061,,,13,17.344,,,14,,,,0,16.458,,,21,-0.023,
M2-S54,323.40247,-0.87416,19.244,,,12,18.601,,,12,,,,0,17.803,,,19,-0.044,
M2-S55,323.38995,-0.80304,16.747,,,15,15.927,,,16,,,,0,14.957,,,20,0.009,
M2-S56,323.39284,-0.81920,15.658,,,15,14.818,,,16,,,,0,13.827,,,19,0.008,
M2-S57,323.39461,-0.82862,19.096,,,13,18.451,,,14,,,,0,17.641,,,20,0.034,
M2-S58,323.39385,-0.82400,19.422,,,15,18.799,,,16,,,,0,18.056,,,20,0.019,
M2-S59,323.39716,-0.84037,18.861,,,13,18.337,,,14,,,,0,17.650,,,21,-0.045,
M2-S6,323.39091,-0.83686,17.352,,,13,16.577,,,14,,,,0,15.666,,,20,0.017,
M2-S60,323.39524,-0.82919,18.170,,,13,17.465,,,14,,,,0,16.595,,,20,-0.011,
M2-S61,323.40854,-0.90443,17.452,,,6,16.722,,,6,,,,0,,,,0,0.043,
M2-S62,323.39779,-0.84291,18.483,,,13,17.807,,,15,,,,0,16.974,,,21,-0.048,
M2-S63,323.40342,-0.87380,19.291,,,12,18.696,,,12,,,,0,17.952,,,19,0.035,
M2-S64,323.39238,-0.81099,16.843,,,15,16.004,,,16,,,,0,15.045,,,20,0.012,
M2-S65,323.40306,-0.87044,19.385,,,12,18.831,,,12,,,,0,18.116,,,19,0.022,
M2-S66,323.39081,-0.80016,15.363,,,15,14.388,,,16,,,,0,13.281,,,19,0.019,
M2-S67,323.39304,-0.81276,16.590,,,15,15.747,,,16,,,,0,14.767,,,20,0.014,
M2-S68,323.40254,-0.86575,18.430,,,13,17.751,,,14,,,,0,16.905,,,21,-0.016,
M2-S69,323.39754,-0.83647,16.218,,,13,16.035,,,14,,,,0,15.808,,,21,0.011,
M2-S7,323.38919,-0.82675,19.400,,,13,18.726,,,14,,,,0,17.945,,,20,0.041,
M2-S71,323.40655,-0.88705,19.428,,,11,18.840,,,7,,,,0,18.095,,,10,0.025,
M2-S73,323.39653,-0.82947,18.976,,,13,18.307,,,14,,,,0,17.496,,,21,0.029,
M2-S74,323.41128,-0.91291,18.881,,,9,18.202,,,10,,,,0,,,,0,0.020,
M2-S75,323.39735,-0.83250,16.699,,,13,15.841,,,14,,,,0,14.861,,,21,0.037,
M2-S76,323.39931,-0.84276,16.241,,,14,16.090,,,14,,,,0,15.931,,,21,0.016,
M2-S77,323.40782,-0.89055,18.946,,,11,18.289,,,8,,,,0,17.452,,,10,-0.045,
M2-S78,323.39686,-0.82708,15.503,,,13,14.438,,,14,,,,0,13.287,,,20,0.007,
M2-S79,323.40264,-0.85833,19.067,,,14,18.410,,,15,,,,0,17.578,,,21,0.014,
M2-S8,323.39526,-0.86050,16.547,,,14,16.522,,,15,,,,0,16.535,,,20,0.009,
M2-S80,323.39724,-0.82598,15.820,,,15,14.845,,,16,,,,0,13.757,,,20,-0.005,
M2-S81,323.40274,-0.85611,16.722,,,14,15.893,,,15,,,,0,14.916,,,21,0.003,
M2-S82,323.39272,-0.79869,19.369,,,15,18.861,,,16,,,,0,18.210,,,20,0.022,
M2-S83,323.39721,-0.82270,15.921,,,15,14.957,,,16,,,,0,13.879,,,21,0.011,
M2-S84,323.39305,-0.79760,18.285,,,15,17.608,,,16,,,,0,16.749,,,20,0.010,
M2-S85,323.40460,-0.86283,18.777,,,14,18.102,,,15,,,,0,17.267,,,21,-0.032,
M2-S86,323.39298,-0.79674,16.566,,,15,16.546,,,16,,,,0,16.553,,,20,0.012,
M2-S87,323.39572,-0.80923,18.909,,,15,18.229,,,16,,,,0,17.399,,,20,-0.049,
M2-S88,323.40821,-0.87980,19.291,,,9,18.851,,,6,,,,0,18.275,,,11,0.024,
M2-S89,323.39545,-0.80745,16.289,,,15,15.615,,,16,,,,0,14.765,,,20,0.011,
M2-S9,323.39182,-0.84101,16.367,,,13,15.478,,,14,,,,0,14.469,,,20,0.014,
M2-S90,323.39793,-0.81961,17.159,,,15,16.357,,,16,,,,0,15.415,,,21,-0.003,
M2-S91,323.40069,-0.83428,16.892,,,13,16.073,,,14,,,,0,15.108,,,21,0.006,
M2-S92,323.39516,-0.80227,18.713,,,15,18.026,,,16,,,,0,17.191,,,20,-0.043,
M2-S93,323.39651,-0.80913,17.776,,,15,17.039,,,16,,,,0,16.146,,,20,0.029,
M2-S94,323.41416,-0.90871,19.281,,,10,18.587,,,11,,,,0,,,,0,0.006,
M2-S95,323.40783,-0.87220,16.570,,,11,15.740,,,11,,,,0,14.759,,,17,0.014,
M2-S96,323.40046,-0.83036,19.121,,,13,18.490,,,14,,,,0,17.686,,,21,-0.047,
M2-S97,323.40729,-0.86861,18.747,,,12,18.069,,,12,,,,0,17.230,,,20,-0.036,
M2-S98,323.40398,-0.84939,18.855,,,14,18.198,,,15,,,,0,17.359,,,21,0.023,
M2-S99,323.40433,-0.85041,18.629,,,14,17.946,,,15,,,,0,17.089,,,21,0.036,
M3-S1,205.33756,28.36541,,,,0,19.592,,,9,,,,0,19.014,,,7,0.003,
M3-S10,205.34542,28.38434,19.908,,,9,19.462,,,12,,,,0,18.890,,,6,-0.001,
M3-S100,205.38833,28.38583,15.952,,,11,15.128,,,16,,,,0,14.151,,,13,0.010,
M3-S101,205.38701,28.39286,19.967,,,8,19.542,,,13,,,,0,18.930,,,12,-0.001,
M3-S102,205.39137,28.37299,19.816,,,16,19.437,,,20,,,,0,18.866,,,13,0.004,
M3-S103,205.38313,28.41438,19.195,,,6,,,,0,,,,0,18.121,,,8,0.017,
M3-S104,205.39920,28.33470,,,,0,19.382,,,11,,,,0,18.712,,,12,0.008,
M3-S105,205.39432,28.36042,19.925,,,13,19.531,,,14,,,,0,18.951,,,13,0.021,
M3-S106,205.39106,28.37864,19.885,,,13,19.456,,,20,,,,0,18.883,,,13,0.024,
M3-S107,205.39617,28.35393,19.415,,,13,19.029,,,16,,,,0,18.457,,,13,0.018,
M3-S108,205.38463,28.41147,19.240,,,5,18.807,,,6,,,,0,18.220,,,10,0.002,
M3-S11,205.35253,28.35092,,,,0,19.255,,,14,,,,0,18.638,,,7,0.035,
M3-S111,205.39427,28.36756,20.381,,,14,19.959,,,17,,,,0,19.341,,,12,0.011,
M3-S112,205.40010,28.33886,,,,0,19.948,,,10,,,,0,19.318,,,12,0.011,
M3-S114,205.39507,28.36926,19.903,,,13,19.517,,,20,,,,0,18.942,,,13,0.005,
M3-S115,205.39200,28.38773,19.495,,,10,19.102,,,16,,,,0,18.533,,,13,0.002,
M3-S116,205.39712,28.36251,20.386,,,13,19.938,,,17,,,,0,19.293,,,12,-0.001,
M3-S117,205.39714,28.36386,19.272,,,14,18.909,,,20,,,,0,18.355,,,13,0.003,
M3-S118,205.40362,28.33218,,,,0,19.612,,,10,,,,0,18.992,,,12,0.003,
M3-S119,205.38850,28.40910,,,,0,19.316,,,10,,,,0,18.745,,,13,0.004,
M3-S12,205.35321,28.35282,19.435,,,6,19.062,,,14,,,,0,18.493,,,7,0.013,
M3-S120,205.39871,28.36191,19.859,,,13,19.441,,,19,,,,0,18.858,,,13,0.012,
M3-S121,205.40352,28.34340,19.992,,,6,19.563,,,12,,,,0,18.961,,,13,0.011,
M3-S122,205.40623,28.33154,,,,0,19.944,,,10,,,,0,19.299,,,12,0.009,
